title,rating
Team America: World Police (2004),4.0
Eulogy (2004),3.0
P.S. (2004),4.0
"Country Girl, The (1954)",3.5
"Rose Tattoo, The (1955)",3.5
"Fearless Vampire Killers, The (1967)",3.5
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",4.0
Bebe's Kids (1992),1.0
Friday Night Lights (2004),4.0
Tarnation (2003),4.0
"Final Cut, The (2004)",4.0
Being Julia (2004),1.5
Surviving Christmas (2004),2.5
"Grudge, The (2004)",2.0
Alfie (2004),2.0
Sideways (2004),4.0
The Machinist (2004),4.0
Vera Drake (2004),2.5
Falling Angels (2003),3.5
Lightning in a Bottle (2004),4.0
Undertow (2004),3.0
Saw (2004),3.5
Ray (2004),4.0
Birth (2004),2.5
"Incredibles, The (2004)",4.5
Callas Forever (2002),3.0
"Polar Express, The (2004)",3.0
Kinsey (2004),4.0
Seed of Chucky (Child's Play 5) (2004),2.5
After the Sunset (2004),3.5
Bridget Jones: The Edge of Reason (2004),2.0
Finding Neverland (2004),3.0
National Treasure (2004),3.0
Bad Education (La mala educación) (2004),3.5
"SpongeBob SquarePants Movie, The (2004)",3.0
Alexander (2004),1.5
Christmas with the Kranks (2004),2.0
Guerrilla: The Taking of Patty Hearst (2004),4.0
Closer (2004),4.0
I Am David (2003),3.0
House of Flying Daggers (Shi mian mai fu) (2004),4.0
Ocean's Twelve (2004),3.0
Blade: Trinity (2004),2.5
Bush's Brain (2004),3.0
Damn Yankees! (1958),3.5
That's Entertainment (1974),4.0
D.A.R.Y.L. (1985),2.0
Fire in the Sky (1993),2.0
"Invisible Man Returns, The (1940)",2.5
Love Me If You Dare (Jeux d'enfants) (2003),3.5
Control Room (2004),4.0
"Hunchback of Notre Dame, The (1923)",3.0
Sherlock Jr. (1924),3.0
"Freshman, The (1925)",4.0
Greed (1924),4.0
"Jazz Singer, The (1927)",4.0
"Steamboat Bill, Jr. (1928)",4.5
"Andalusian Dog, An (Chien andalou, Un) (1929)",4.5
Little Caesar (1931),4.0
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0.5
Scarface (1932),4.0
Dinner at Eight (1933),3.5
Gold Diggers of 1933 (1933),3.5
"Atalante, L' (1934)",4.5
Fury (1936),3.0
Libeled Lady (1936),3.5
Mr. Deeds Goes to Town (1936),4.0
Camille (1936),4.0
Captains Courageous (1937),4.0
Stage Door (1937),4.0
Holiday (1938),3.0
Wuthering Heights (1939),3.5
"Letter, The (1940)",4.0
Here Comes Mr. Jordan (1941),3.5
Random Harvest (1942),4.0
Tales of Manhattan (1942),5.0
Day of Wrath (Vredens dag) (1943),4.0
"Miracle of Morgan's Creek, The (1944)",3.5
Mr. Skeffington (1944),5.0
Great Expectations (1946),3.5
"Stranger, The (1946)",3.0
Easter Parade (1948),4.0
"Lady from Shanghai, The (1947)",3.5
"Three Musketeers, The (1948)",3.5
Unfaithfully Yours (1948),5.0
"Letter to Three Wives, A (1949)",4.0
Annie Get Your Gun (1950),2.5
King Solomon's Mines (1950),3.0
"Young and the Damned, The (Olvidados, Los) (1950)",4.0
"Star Is Born, A (1954)",3.5
The Wild One (1953),3.5
Confidential Report (1955),3.5
Night and Fog (Nuit et brouillard) (1955),4.5
Teacher's Pet (1958),4.0
"Human Condition II, The (Ningen no joken II) (1959)",4.5
Pickpocket (1959),3.0
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),4.5
"Human Condition III, The (Ningen no joken III) (1961)",5.0
Advise and Consent (1962),5.0
Harakiri (Seppuku) (1962),4.0
"Music Man, The (1962)",4.0
"Carabineers, The (Carabiniers, Les) (1963)",0.5
"Hush... Hush, Sweet Charlotte (1964)",4.5
Onibaba (1964),4.5
Robinson Crusoe on Mars (1964),2.0
"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.5
"Charlie Brown Christmas, A (1965)",3.0
Major Dundee (1965),2.0
"Thousand Clowns, A (1965)",5.0
Andrei Rublev (Andrey Rublyov) (1969),4.5
Au Hasard Balthazar (1966),4.0
Batman (1966),3.0
Closely Watched Trains (Ostre sledované vlaky) (1966),4.0
Tokyo Drifter (Tôkyô nagaremono) (1966),4.0
Branded to Kill (Koroshi no rakuin) (1967),5.0
Play Time (a.k.a. Playtime) (1967),2.0
Point Blank (1967),3.0
Titicut Follies (1967),2.5
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),4.5
"Diamond Arm, The (Brilliantovaya ruka) (1968)",3.0
Sympathy for the Devil (1968),3.0
"Yours, Mine and Ours (1968)",2.5
"Claire's Knee (Genou de Claire, Le) (1970)",4.5
Performance (1970),4.0
"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",4.0
Zabriskie Point (1970),4.0
Duel (1971),4.0
They Call Me Trinity (1971),3.5
"Topo, El (1970)",4.5
Dr. Phibes Rises Again (1972),4.5
Charley Varrick (1973),3.0
Dark Star (1974),2.5
Sisters (1973),4.0
Turkish Delight (Turks fruit) (1973),4.0
California Split (1974),4.0
Emmanuelle (1974),3.5
Gone in 60 Seconds (1974),3.0
"Holy Mountain, The (Montaña sagrada, La) (1973)",4.5
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",4.0
French Connection II (1975),3.0
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",4.0
"Passenger, The (Professione: reporter) (1975)",5.0
Trilogy of Terror (1975),4.0
1900 (Novecento) (1976),4.5
Futureworld (1976),2.5
Harlan County U.S.A. (1976),5.0
Silver Streak (1976),3.5
High Anxiety (1977),3.5
"New York, New York (1977)",2.5
"Turning Point, The (1977)",4.0
Five Deadly Venoms (1978),3.5
Last Hurrah for Chivalry (Hao xia) (1979),5.0
"Clonus Horror, The (1979)",2.5
Snake in the Eagle's Shadow (Se ying diu sau) (1978),3.5
Hair (1979),3.5
Love at First Bite (1979),4.0
"Hitch Hikers Guide to the Galaxy, The (1981)",4.0
Smiley's People (1982),4.0
Blue Thunder (1983),3.0
"Day After, The (1983)",3.0
Eddie Murphy Delirious (1983),4.5
"Norte, El (1984)",3.5
Twilight Zone: The Movie (1983),3.0
Boy Meets Girl (1984),3.0
Cloak & Dagger (1984),3.5
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",2.5
"Silent Night, Deadly Night (1984)",3.5
"Times of Harvey Milk, The (1984)",4.0
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),4.0
Anne of Green Gables (1985),4.0
Death of a Salesman (1985),3.0
Ewoks: The Battle for Endor (1985),3.0
Police Story (Ging chaat goo si) (1985),4.5
"Quiet Earth, The (1985)",4.0
Spies Like Us (1985),3.0
White Nights (1985),3.0
'Round Midnight (1986),4.0
Club Paradise (1986),2.0
"Sacrifice, The (Offret - Sacraficatio) (1986)",4.0
"Better Tomorrow, A (Ying hung boon sik) (1986)",4.0
"Decalogue, The (Dekalog) (1989)",5.0
G.I. Joe: The Movie (1987),2.0
Hell Comes to Frogtown (1988),2.0
"Law of Desire (Ley del deseo, La) (1987)",4.0
Prince of Darkness (1987),4.5
"Chinese Ghost Story, A (Sinnui yauwan) (1987)",4.0
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",4.0
"Bourne Identity, The (1988)",2.0
Dominick and Eugene (1988),3.0
Killer Klowns from Outer Space (1988),2.0
Moonwalker (1988),3.0
Alice (Neco z Alenky) (1988),3.5
Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),4.0
Lonesome Dove (1989),4.0
Kiki's Delivery Service (Majo no takkyûbin) (1989),4.0
Almost an Angel (1990),2.5
Cry-Baby (1990),4.0
Bullet in the Head (1990),4.0
Ghost Dad (1990),1.5
It (1990),4.0
Ju Dou (1990),3.5
"Krays, The (1990)",3.5
Lionheart (1990),0.5
Nuns on the Run (1990),2.0
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),3.0
State of Grace (1990),4.0
35 Up (1991),4.0
Days of Being Wild (A Fei jingjyuhn) (1990),4.5
Begotten (1990),0.5
Dutch (1991),2.5
Hearts of Darkness: A Filmmakers Apocalypse (1991),4.0
Johnny Stecchino (1991),4.0
Riki-Oh: The Story of Ricky (Lik Wong) (1991),4.5
Mannequin 2: On the Move (1991),1.5
Only Yesterday (Omohide poro poro) (1991),2.5
Other People's Money (1991),2.5
Quigley Down Under (1990),3.5
Prime Suspect 2 (1992),3.0
Captain America (1990),1.0
City Hunter (Sing si lip yan) (1993),3.0
Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),4.0
"Stolen Children (Ladro di bambini, Il) (1992)",4.0
Ladybugs (1992),3.0
"Mambo Kings, The (1992)",2.0
Shining Through (1992),1.5
Sidekicks (1992),2.0
"Heart in Winter, A (Un coeur en hiver) (1992)",3.5
Visions of Light: The Art of Cinematography (1992),3.0
Bad Boy Bubby (1993),4.5
Barbarians at the Gate (1993),2.5
Fortress (1992),2.5
Mr. Nanny (1993),1.5
"Snapper, The (1993)",3.0
Sonatine (Sonachine) (1993),5.0
"Stand, The (1994)",5.0
"Darkman II: Return of Durant, The (1995)",2.5
Freaked (1993),3.5
Fist of Legend (Jing wu ying xiong) (1994),3.5
Major League II (1994),2.5
My Father the Hero (1994),2.0
"Pure Formality, A (Pura formalità, Una) (1994)",4.0
"Langoliers, The (1995)",3.0
"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",3.0
Last of the Dogmen (1995),2.5
Whisper of the Heart (Mimi wo sumaseba) (1995),4.0
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),1.5
"Summer's Tale, A (Conte d'été) (1996)",5.0
"Late Shift, The (1996)",2.5
Pusher (1996),2.5
"Boxer, The (1997)",3.5
Gummo (1997),3.0
Nirvana (1997),4.5
"Lion King II: Simba's Pride, The (1998)",3.0
From the Earth to the Moon (1998),3.5
Beowulf (1999),3.0
RKO 281 (1999),3.5
From Dusk Till Dawn 2: Texas Blood Money (1999) ,1.0
Gia (1998),3.5
Thursday (1998),4.0
Who Am I? (Wo shi shei) (1998),3.5
Merlin (1998),3.0
Brave New World (1998),1.5
Addams Family Reunion (1998),3.0
Purgatory (1999),2.5
Bleeder (1999),2.0
Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),4.0
Candyman 3: Day of the Dead (1999),3.0
"Batman/Superman Movie, The (1998)",2.0
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.0
Style Wars (1983),4.5
In July (Im Juli) (2000),4.0
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),4.0
Taxi 2 (2000),3.0
If These Walls Could Talk 2 (2000),4.0
"10th Kingdom, The (2000)",2.5
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",3.5
2046 (2004),4.0
Bartleby (2001),1.5
Batman Beyond: Return of the Joker (2000),3.0
Audition (Ôdishon) (1999),4.0
"Nine Lives of Tomas Katz, The (2000)",5.0
Monday (2000),4.5
Paradise Lost 2: Revelations (2000),4.0
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),4.0
Daria: Is It Fall Yet? (2000),4.0
Late Night Shopping (2001),4.5
61* (2001),5.0
Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4.5
Ripley's Game (2002),3.5
Jalla! Jalla! (2000),4.0
Teknolust (2002),2.0
"Accidental Spy, The (Dak miu mai shing) (2001)",2.5
Darkness (2002),1.5
Blood: The Last Vampire (2000),3.0
Blueberry (2004),2.5
American Psycho II: All American Girl (2002),2.5
Ali G Indahouse (2002),3.0
Dead or Alive 2: Tôbôsha (2000),4.5
Cube 2: Hypercube (2002),3.5
Pulse (Kairo) (2001),3.0
Dog Days (Hundstage) (2001),3.0
My Sassy Girl (Yeopgijeogin geunyeo) (2001),5.0
Nothing (2003),3.5
Undertaking Betty (Plots with a View) (2002),2.5
Dead or Alive: Final (2002),1.5
Fubar (2002),3.5
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",4.0
Dead End (2003),3.5
Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),4.5
Jesus Christ Vampire Hunter (2001),0.5
Suicide Club (Jisatsu saakuru) (2001),3.5
Battlestar Galactica (2003),2.5
"Sound of Thunder, A (2005)",3.0
"Lion King 1½, The (2004)",4.0
Oasis (2002),4.5
Remember Me (Ricordati di me) (2003),3.5
"Animatrix, The (2003)",3.0
"Brown Bunny, The (2003)",3.5
Ju-on: The Curse (2000),3.0
11:14 (2003),4.0
Tremors 4: The Legend Begins (2004),2.0
Bring It On Again (2004),2.0
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",2.5
And Starring Pancho Villa as Himself (2003),3.5
Nicotina (2003),3.0
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),5.0
In Hell (2003),1.5
Lemony Snicket's A Series of Unfortunate Events (2004),4.0
Helen of Troy (2003),4.0
"Green Butchers, The (Grønne slagtere, De) (2003)",4.5
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",4.0
Last Life in the Universe (Ruang rak noi nid mahasan) (2003),4.5
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),2.5
"Cat Returns, The (Neko no ongaeshi) (2002)",4.5
"Twilight Samurai, The (Tasogare Seibei) (2002)",4.0
"Facing Windows (Finestra di fronte, La) (2003)",4.5
Ginger Snaps: Unleashed (2004),3.0
'Salem's Lot (2004),5.0
Comic Book: The Movie (2004),2.5
Intimate Strangers (Confidences trop intimes) (2004),3.5
Down to the Bone (2004),3.0
Ju-on: The Grudge (2002),2.0
Old Boy (2003),4.5
Red Lights (Feux rouges) (2004),4.5
Ginger Snaps Back: The Beginning (2004),3.0
One Missed Call (Chakushin ari) (2003),1.5
"Jacket, The (2005)",2.5
Millions (2004),4.0
Starship Troopers 2: Hero of the Federation (2004),1.5
Ong-Bak: The Thai Warrior (Ong Bak) (2003),4.0
Infernal Affairs 2 (Mou gaan dou II) (2003),3.0
"Sea Inside, The (Mar adentro) (2004)",4.0
Spanglish (2004),4.0
"Chorus, The (Choristes, Les) (2004)",4.0
Saints and Soldiers (2003),2.5
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",4.0
"Interpreter, The (2005)",3.0
Open Water (2003),3.0
Touch of Pink (2004),4.0
Slasher (2004),3.5
"Bobby Jones, Stroke of Genius (2004)",2.5
Layer Cake (2004),4.0
"Return, The (Vozvrashcheniye) (2003)",4.0
Flight of the Phoenix (2004),2.5
Mean Creek (2004),3.5
"Ring Two, The (2005)",3.0
"Corporation, The (2003)",3.5
"Yes Men, The (2003)",4.0
Azumi (2003),3.0
In My Father's Den (2004),3.5
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),4.5
Metallica: Some Kind of Monster (2004),3.5
Born into Brothels (2004),4.0
DiG! (2004),4.0
Riding Giants (2004),3.5
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.5
"Scanner Darkly, A (2006)",3.5
Casshern (2004),3.5
Outfoxed: Rupert Murdoch's War on Journalism (2004),2.5
Million Dollar Baby (2004),3.5
Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),4.5
Hotel Rwanda (2004),3.5
Charlie and the Chocolate Factory (2005),3.0
3-Iron (Bin-jip) (2004),4.0
"Life Aquatic with Steve Zissou, The (2004)",4.0
"Aviator, The (2004)",4.0
"Phantom of the Opera, The (2004)",3.0
Beyond the Sea (2004),2.0
"Woodsman, The (2004)",4.0
In Good Company (2004),4.0
Meet the Fockers (2004),3.5
"Assassination of Richard Nixon, The (2004)",4.0
"Love Song for Bobby Long, A (2004)",3.5
"Merchant of Venice, The (2004)",3.5
Fat Albert (2004),2.0
"Keys to the House, The (Chiavi di casa, Le) (2004)",3.0
White Noise (2005),2.5
"Upside of Anger, The (2005)",3.5
Little Miss Marker (1980),4.0
Sweet Liberty (1986),2.5
I Remember Mama (1948),4.0
Smooth Talk (1985),4.0
Out Cold (1989),2.5
Man Trouble (1992),2.0
Battles Without Honor & Humanity (Jingi naki tatakai) (1973),3.5
Stander (2003),3.5
Imaginary Heroes (2004),3.0
Sergeant York (1941),4.0
Ruby & Quentin (Tais-toi!) (2003),2.5
Wizards (1977),2.0
"Life and Death of Peter Sellers, The (2004)",3.0
Appleseed (Appurushîdo) (2004),4.0
"Many Adventures of Winnie the Pooh, The (1977)",3.5
Elektra (2005),3.0
Racing Stripes (2005),2.0
Coach Carter (2005),3.5
Boys Town (1938),3.5
Gold Diggers of 1935 (1935),3.5
Rocco and His Brothers (Rocco e i suoi fratelli) (1960),3.5
Memories of Murder (Salinui chueok) (2003),4.5
"Chase, The (1994)",2.0
"Downfall (Untergang, Der) (2004)",4.0
Assault on Precinct 13 (2005),3.5
Are We There Yet? (2005),0.5
Alone in the Dark (2005),0.5
Hide and Seek (2005),1.5
Boogeyman (2005),2.0
"Wedding Date, The (2005)",3.5
Rory O'Shea Was Here (Inside I'm Dancing) (2004),4.5
Nobody Knows (Dare mo shiranai) (2004),4.0
Employee of the Month (2004),2.0
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",5.0
"Trou, Le (Hole, The) (Night Watch, The) (1960)",4.0
Double Dragon (1994),1.0
Hands Off the Loot (Touchez pas au grisbi) (1954),3.0
Purple Butterfly (Zi hudie) (2003),4.0
El Cid (1961),3.0
Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.0
Steamboy (Suchîmubôi) (2004),3.0
Gorgeous (Boh lee chun) (1999),3.5
Hitch (2005),2.5
Uncle Nino (2003),0.5
Bride & Prejudice (2004),3.5
Constantine (2005),4.0
Son of the Mask (2005),1.0
Because of Winn-Dixie (2005),3.5
Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),4.0
Bunny Lake Is Missing (1965),3.5
Night Watch (Nochnoy dozor) (2004),3.5
Sons of the Desert (1933),3.0
Man of the House (2005),3.0
Kung Fu Hustle (Gong fu) (2004),3.5
Zelary (2003),4.0
Dr. Giggles (1992),4.0
"Seven-Per-Cent Solution, The (1976)",2.5
"Three Musketeers, The (1973)",4.0
Royal Flash (1975),4.0
Control (Kontroll) (2003),3.5
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),3.5
Tyler Perry's Diary of a Mad Black Woman (2005),3.0
Cursed (2005),2.0
"Pacifier, The (2005)",2.5
Be Cool (2005),1.0
Gunner Palace (2004),3.5
Hostage (2005),3.5
Robots (2005),3.5
Class Action (1991),2.0
"Cat and the Canary, The (1927)",3.0
"Oh, God! You Devil (1984)",2.5
"Agony and the Ecstasy, The (1965)",4.0
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),4.0
Cube Zero (2004),3.0
Julia (1977),4.0
Stealing Rembrandt (Rembrandt) (2003),3.5
Ice Princess (2005),3.5
Melinda and Melinda (2004),3.0
Milk and Honey (2003),3.5
Miss Congeniality 2: Armed and Fabulous (2005),2.0
Guess Who (2005),2.0
D.E.B.S. (2004),3.0
"League of Ordinary Gentlemen, A (2004)",4.0
Incident at Loch Ness (2004),3.5
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",4.5
800 Bullets (800 Balas) (2002),2.5
If Looks Could Kill (1991),2.0
Greedy (1994),2.5
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",4.0
Knockin' on Heaven's Door (1997),4.0
We're No Angels (1955),4.5
"Touch of Zen, A (Xia nu) (1971)",4.5
Walker (1987),2.5
Memories (Memorîzu) (1995),3.5
"Wild Parrots of Telegraph Hill, The (2003)",4.5
"Ballad of Jack and Rose, The (2005)",3.0
Sin City (2005),4.0
Beauty Shop (2005),2.0
Sahara (2005),3.5
Fever Pitch (2005),3.5
Eros (2004),4.0
Not on the Lips (Pas sur la bouche) (2003),3.5
Electra Glide in Blue (1973),3.5
"Special Day, A (Giornata particolare, Una) (1977)",4.0
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4.0
Tanguy (2001),2.5
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),1.0
"Little Girl Who Lives Down the Lane, The (1976)",4.0
Ringu 0: Bâsudei (2000),3.0
Brothers (Brødre) (2004),4.0
Maidens in Uniform (Mädchen in Uniform) (1931),3.5
With Six You Get Eggroll (1968),4.0
Holiday (Jour de fête) (1949),3.0
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),2.5
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",3.5
"Ascent, The (Voskhozhdeniye) (1977)",3.5
Carrie (2002),3.0
Boccaccio '70 (1962),4.0
"Hitchhiker's Guide to the Galaxy, The (2005)",4.0
"Amityville Horror, The (2005)",2.0
Mutant Aliens (2001),4.0
Before the Fall (NaPolA - Elite für den Führer) (2004),3.5
"Frisco Kid, The (1979)",2.5
State Property 2 (2005),1.5
Palindromes (2004),5.0
"Lot Like Love, A (2005)",2.5
King's Ransom (2005),2.5
Enron: The Smartest Guys in the Room (2005),4.0
xXx: State of the Union (2005),2.0
Kingdom of Heaven (2005),3.5
House of Wax (2005),0.5
Crash (2004),3.0
Mysterious Skin (2004),2.0
Mischief (1985),2.5
Between Your Legs (Entre las piernas) (1999),4.5
San Francisco (1936),4.0
Vampire Hunter D (1985),2.5
"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",4.5
"Cocoanuts, The (1929)",3.5
Dear Wendy (2005),4.0
Los Angeles Plays Itself (2003),3.5
Unleashed (Danny the Dog) (2005),4.0
Star Wars: Episode III - Revenge of the Sith (2005),3.5
Kicking & Screaming (2005),3.0
Monster-in-Law (2005),2.0
"Snow Walker, The (2003)",3.0
Divorce - Italian Style (Divorzio all'italiana) (1961),4.5
Madagascar (2005),4.0
Airborne (1993),2.5
Mad Hot Ballroom (2005),4.0
Dominion: Prequel to the Exorcist (2005),2.5
"Longest Yard, The (2005)",2.0
